run_id,n_customers,stage,duration_s,peak_rss_mb,rows,started_at
20260812021035530461,485,score_contracts,0.9584,164.78,690,2026-08-12T02:10:36.302372
20260812021035530461,485,confidence_level,0.0052,164.81,690,2026-08-12T02:10:37.261021
20260812021035530461,485,business_rules,0.0148,165.25,690,2026-08-12T02:10:37.266412
20260812021035530461,485,restructuring_assessment,0.8089,172.34,,2026-08-12T02:10:37.281381
20260812021035530461,485,quality_check,0.0033,172.34,,2026-08-12T02:10:38.090548
20260812021035530461,485,persist_output,0.1917,180.77,690,2026-08-12T02:10:38.093954
20260812021105064751,,load_contract,0.0812,84.81,690,2026-08-12T02:11:05.064782
20260812021105064751,485,load_payment,0.0244,91.17,6923,2026-08-12T02:11:05.146298
20260812021105064751,485,load_lkp,0.0633,104.86,15480,2026-08-12T02:11:05.170882
20260812021105064751,485,load_cbs,0.0068,104.86,485,2026-08-12T02:11:05.234432
20260812021105064751,485,feature_contract,0.5594,110.75,690,2026-08-12T02:11:05.241401
20260812021105064751,485,enrich_and_fill,0.0065,110.84,690,2026-08-12T02:11:05.801117
20260812021105064751,485,score_contracts,0.9235,162.05,690,2026-08-12T02:11:05.807868
20260812021105064751,485,confidence_level,0.0053,162.12,690,2026-08-12T02:11:06.731634
20260812021105064751,485,business_rules,0.0149,162.2,690,2026-08-12T02:11:06.737083
